Age,Income_Usd,Temperature_C,Humidity_Pct,Latitude,Longitude,Height_Cm,Weight_Kg,Heart_Rate_Bpm,Systolic_Bp,Diastolic_Bp,Steps_Per_Day,Exam_Score,Price_Usd,Duration_Min,Gender,City,Device_Type,Membership_Level,Payment_Method,CGPA
27,1989255,44,76,-5.0,107,-116.0,45,45.0,133,94,4036.0,34,,149.0,Female,S2,S2,L2,M1,3.1
74,472715,25,70,-24.0,-75,-8.0,121,108.0,149,86,481.0,85,2686.0,,Male,S2,S1,L1,M1,5.2
NAN,51354,-6,34,-49.0,174,184.0,95,,101,68,19151.0,22,4139.0,304.0,Female,S2,S1,L1, ,3.2
75,1490961,-22,47,12.0,145,67.0,160,78.0,193,97,11223.0,46,1882.0,175.0,Male,S2,S1,L2,M2,2.6
54,931152,-27,3,85.0,170,-44.0,121,62.0,80,72,24338.0, ,1366.0,554.0,Female,S1,S2,L1,M1,7.6
90,1975076,24,79,-90.0,91,84.0,35,175.0,194,125,35914.0,14,,126.0,Female,S2,S2,L1,M2,9.8
16,15644,NAN,25,12.0,-127,161.0,146,48.0, ,73,5538.0,65,3941.0,,Male,S2,S1,L1,M1,8.5
51,1655098,-44,NAN,64.0,-89,-8.0,114,178.0,199,125,19046.0,45,944.0,86.0,Male,S2,S2,L2,M1,0.6
22,358736,13,34,21.0,41,172.0,63,190.0,91,80,,58,4348.0,77.0,Male,S1,S2,L2,M2,6.1
100,12439,37,66,-7.0,-95,-39.0,86,199.0,140,43,36603.0,25,1845.0,51.0,Male,S2,S2,L1,M2,2.9
30,1520312,36,8,39.0,155,146.0,111,189.0,101,102,32517.0,32,1435.0,216.0,Female,S2,S1,L2,M1,5.3
82,1544244,-19,44,0.0,-143,-2.0,63,85.0,120,82,32251.0,71,970.0,201.0,Male,S2,S2,L2,M2,3.3
22,1369382,11,99,-13.0,-85,,73,53.0, ,81,31973.0,38,2043.0,538.0,Female,S1,S1,L2,M1,6.5
67,1774827,-15,49,3.0,7,101.0,152,193.0,109,116,19746.0,10,1307.0,404.0,Female,S2,S2,L2,M2,5.1
82,102552,17,47,-63.0,64,-118.0,31,100.0,113,105,1880.0,54,2885.0,256.0,Female,S2,S1,L2,M1,0.3
32,NAN,-30,21,47.0,133,182.0,103,57.0,142,114,9941.0,20,2973.0,386.0,Female,S2,S2,L2,M1,8.6
15,8750,1,NAN,79.0,-149,40.0,110,57.0,188,59,34786.0,70,397.0,368.0,Female,S2,S2,L2,M2,7.9
27,818383,30,4,19.0,-65,64.0,133,159.0,154,100,15910.0, ,1767.0,387.0,Female,S2,S2,L1,M1,0.9
11,23519,-4,NAN,-87.0,-142,137.0,169,102.0,122,49,1758.0,30,745.0,,Male,S1,S1,L2,M1,1.5
63,244205,-11,7,-19.0,-166,119.0,102,111.0,198,76,7943.0,83,4574.0,497.0,Male,S2,S2,L2,M2,5.5
70,340623,46,92,65.0,-46,-28.0,151,130.0,134,73,34303.0,50,1279.0,397.0,Male,S2,S2,L2,M1,5.9
20,1599272,31,53,-25.0,-164,164.0,51,175.0,197,77,3469.0,39,3613.0,521.0,Male,S1,S1,L2,M2,6.2
85,609195,50,NAN,54.0,-9,-44.0,133,93.0,112,76,12465.0,78,2182.0,513.0,Female,S2,S2,L1,M1,1.6
44,1504248,-35,77,,-173,-7.0,71,144.0,157,56,18746.0,35,2798.0,112.0,Male,S2,S1,L1,M2,9.5
70,1641122,36,77,-76.0,-104,69.0,34,149.0,123,123,34880.0,74,2717.0,,Female,S2,S2,L2,M1,9.6
50,1792141,4,71,31.0,65,9.0,119,75.0,168,NAN,3893.0,89,1931.0,7.0,Male,S2,S1,L2,M2,5.2
92,709837,NAN,18,-10.0,23,-62.0,168,110.0,121,74,33368.0,97,456.0,420.0,Male,S1,S2,L2,M1,3.7
30,650195,27,28,77.0,73,-99.0,119,182.0,143,119,1673.0,59,2071.0,276.0,Male,S1,S2,L2,M1,4.9
61,316814,6,72,48.0,40,-16.0,126,52.0,116,55,8613.0,61,2795.0,354.0,Male,S2,S2,L1,M2,6.5
39,355766,-14,82,-7.0,-138,-100.0,89,175.0,115,105,21196.0,95,1539.0,9.0,Male,S1,S1,L2,M2,3.4
83,1754799,-14,52,48.0,101,140.0,54,158.0,144,NAN,20319.0,12,2389.0,471.0,Male,S2,S1,L2,M1,4.0
92,1919139,-14,4,85.0,-17,199.0,149,156.0,183,48,20154.0,44,2098.0,137.0,Female,S1,S1,L2,M2,7.1
70,181048,50,59,-56.0,75,5.0,130,128.0,165,119,11264.0, ,3296.0,231.0,Female,S2,S2,L1,M2,1.7
35,1319452,-19,86,-10.0, ,172.0,80,195.0,199,88,14063.0,89,2518.0,518.0,Female,S1,S2,L2,M1,3.3
34,1183764,34,49,-34.0,157,-40.0,55,103.0,175,66,4423.0,49,,599.0,Female,S2,S1,,M2,9.6
66,1358574,47,98,-22.0,-173,-110.0,148,86.0,94,90,11320.0,83,3178.0,309.0,Male, ,S2,L2,M2,5.9
78,884932,NAN,55,-12.0,84,62.0,56,48.0,101,59,21645.0,17,2877.0,192.0,Female,S1,S2,L1,M1,3.9
30,1885836,-18,84,79.0,-141,108.0,95,,90,43,38965.0, ,3561.0,300.0,Male,S2,S2,L2,M1,7.1
11,1339821,7,72,29.0, ,-35.0,89,107.0, ,109,37402.0,8,1534.0,178.0,Male,S2,S2,L1,M2,2.5
55,1250709,48,27,-27.0,-163,-55.0,180,112.0, ,114,37142.0, ,714.0,162.0,Male,S1,S2,L2,M1,5.2
93,951465,48,53,-58.0,90,1.0,119,111.0,200,51,31028.0,94,3862.0,,Male,S2,S1,,M2,1.2
10,543396,35,100,,-114,118.0,69,45.0,168,40,32587.0,97,145.0,213.0,Male,S1,S2,L2,M2,7.8
26,1449016,-28,51,,-85,198.0,179,177.0,164,46,168.0,96,4179.0,176.0,Male,S1,S1,L1,M2,3.1
73,814862,-15,90,-11.0,102,146.0,131,,195,125,1192.0,37,2262.0,431.0,Male,S2,S2,L1,M1,4.3
81,734373,-19,41,-32.0,-129,-79.0,111,139.0,107,NAN,38059.0,56,3144.0,181.0,Male,S2,S1,L1,M1,0.9
98,1027374,-39,2,46.0,65,-74.0,154,104.0,152,130,8942.0,1,1989.0,162.0,Female,S2,S2,L2,M2,3.7
33,336939,-4,96,15.0,55,-9.0,107,155.0,164,58,11178.0,53,4054.0,189.0,Female,S2,S1,L2,M2,8.9
13,1718611,49,90,-75.0,-129,-98.0,120,,185,101,19140.0,19,,324.0,Female,S2,S1,L2,M2,9.2
45,904698,NAN,62,78.0,-88,-59.0,59,86.0,157,104,5610.0,18,3598.0,22.0,Female,S2,S1,,M1,3.6
15,235232,-35,45,-77.0,85,-65.0,149,144.0,127,47,16425.0,5,4048.0,434.0,Female,S2,S1,L2,M2,5.3
NAN,1651165,-27,98,-76.0,143,4.0,116,136.0,82,89,,38,2487.0,245.0, ,S2,S1,L2,M1,9.2
85,1595730,38,40,78.0,-107,14.0,159,92.0,141,54,3859.0,48,4648.0,6.0,Female,S1,S1,L2,M1,2.3
100,NAN,8,42,-14.0, ,105.0,NAN,161.0,115,112,6074.0,78,253.0,282.0,Male,S2,S1,L2,M2,9.7
65,549199,14,31,-75.0,-33,-84.0,55,173.0,123,81,31154.0,25,4236.0,488.0,Female,S1,S2,L2,M1,0.1
55,637055,-18,50,-54.0,90,127.0,119,129.0,165,52,23210.0,82,1507.0,554.0,Female,S2,S1,L2,M1,8.2
51,741466,16,97,62.0,-177,43.0,148,97.0,171,122,27189.0, ,1836.0,44.0,Female,S2,S2,L1,M2,3.2
36,26280,-15,19,5.0,66,136.0,30,78.0,138,73,21887.0,72,4930.0,, ,S1,S2,L1,M1,8.2
20,22702,-12,3,-31.0,-143,-4.0,93,44.0,182,110,5214.0,2,875.0,429.0,Female,S1,S1,L2,M1,5.6
19,722287,37,NAN,-67.0,118,88.0,59,110.0, ,122,2269.0,44,4232.0,102.0,Male,S1,S2,L2,M1,9.2
70,999405,-1,25,-21.0,-18,-28.0,117,137.0,120,103,4987.0, ,4526.0,515.0,Male,S2,S2,L2,M2,8.4
22,1807939,-7,41,23.0,104,192.0,158,144.0,122,48,28097.0,15,2027.0,584.0,Female,S1,S2,L1,M2,3.9
98,713393,13,88,57.0,-113,188.0,76,43.0,134,93,25914.0,90,8.0,291.0,Male,S1,S1,L1,M1,8.2
77,771889,-18,97,34.0,48,,173,105.0,152,114,8243.0,18,858.0,,Male,S2,S1,L2,M1,7.7
78,396610,-13,70,15.0,-137,-45.0,39,42.0,100,81,9441.0,36,3876.0,235.0,Male,S1,S2,L2,M2,1.9
38,NAN,-32,100,10.0,-95,97.0,109,175.0,185,121,35512.0,40,,509.0,Male,S1,S2,L1,M2,8.4
68,881818,-38,81,8.0,-61,,77,,124,72,17992.0,68,188.0,396.0,Male,S1,S2,L1,M1,1.8
99,442748,-46,68,89.0,-158,-7.0,89,120.0,92,111,38576.0,13,1606.0,597.0,Female,S1,S1,L1,M2,6.5
22,1314121,46,41,-72.0,25,-29.0,121,132.0,177,43,16922.0,90,694.0,104.0,Male,S2,S1,L2,M1,9.1
65,1182131,-34,93,25.0,151,110.0,132,96.0,86,104,3789.0,68,260.0,141.0,Male,S2,S1,L1,M1,7.8
83,1626340,-11,27,-17.0,91,-57.0,119,104.0,90,46,20006.0,12,,401.0,Female,S2,S2,L1,M1,9.6
28,565022,26,100,-61.0,141,156.0,80,165.0,158,113,17568.0,14,2915.0,8.0,Female,S1,S1,L2,M1,5.5
NAN,279842,22,44,49.0,132,1.0,155,46.0,95,103,9119.0,14,4161.0,477.0,Male,S1,S1,L2,M2,8.6
NAN,NAN,-18,30,,24,-91.0,172,149.0,133,105,,41,147.0,173.0,Female,S2,S2,L2,M1,8.6
74,92605,-39,NAN,-37.0,10,7.0,72,54.0,186,114,23879.0,70,4277.0,217.0,Male,S2,S1,L2,M2,7.8
13,481588,-33,15,12.0,58,-106.0,59,161.0,189,41,29626.0,57,2725.0,,Male,S2,S2,L2,M2,3.2
70,1000999,6,68,-44.0,-103,-117.0,144,43.0,95,114,29390.0,66,113.0,,Male,S2,S2,L2,M1,1.7
74,306077,50,63,-78.0,-109,-43.0,175,67.0,164,115,29045.0,88,,501.0,Male,S2,S1,L1,M1,3.5
77,610010,-43,46,81.0,-179,123.0,36,117.0,159,94,331.0, ,,128.0,Female,S2,S1,L1,M2,8.5
54,1808060,23,74,-58.0,-83,72.0,120,106.0,147,122,780.0,79,3327.0,21.0,Male,S2,S2,L2,M1,6.3
80,1816178,-15,69,-27.0,110,17.0,68,134.0,152,66,30098.0,98,973.0,191.0,Male,S1,S2,L2,M2,2.8
90,122052,9,70,87.0,58,153.0,78,75.0,120,114,15939.0,41,,243.0,Female,S1,S1,,M2,7.8
54,726103,38,62,-22.0, ,,77,,85,118,,97,,98.0,Male,S2,S1,L2,M2,1.0
48,295296,-35,44,-47.0,120,,33,63.0,141,116,37703.0, ,2014.0,334.0,Female,S1,S1,L1,M1,3.1
48,1662352,-23,1,14.0,-110,-51.0,NAN,146.0,122,51,39073.0,36,1580.0,512.0,Male,S1,S2,L2,M1,6.5
15,NAN,4,16,57.0,145,-30.0,93,61.0,138,71,15382.0,66,4684.0,,Male,S2,S2,L2,M1,2.5
13,1022702,31,97,-25.0, ,132.0,153,157.0,95,52,34451.0,88,4443.0,319.0,Female,S1,S2,L2,M1,7.7
42,616114,33,NAN,-34.0,79,148.0,142,140.0,83,104,,46,1131.0,202.0,Female,S2,S1,L2,M1,6.2
97,1776106,24,41,-72.0,-149,147.0,58,165.0,179,44,8022.0,30,4044.0,383.0,Female,S2,S2,L1,M2,4.6
11,377445,13,31,49.0,150,112.0,52,81.0,153,87,22526.0,98,867.0,466.0,Male,S2,S2,L2,M2,9.4
22,526597,-5,NAN,62.0,150,106.0,41,96.0,134,61,3600.0, ,1167.0,337.0,Male,S2,S2,L2,M2,1.4
88,411171,-3,32,85.0,-161,27.0,59,,91,73,33535.0,3,3699.0,,Male,S1,S1,L1,M1,5.3
92,1633914,41,11,58.0,-173,105.0,145,175.0,139,120,31289.0,50,1568.0,251.0,Female,S1,S2,L1,M1,5.7
20,589349,-3,89,-87.0,-65,41.0,125,105.0,176,64,9865.0,10,2120.0,475.0,Female,S1,S2,L2,M1,2.3
22,1211704,39,16,-57.0,112,124.0,43,44.0,157,74,38712.0,38,1360.0,396.0,Male,S2,S2,L2,M1,8.9
91,926534,43,24,83.0,-63,7.0,60,168.0,89,NAN,16593.0,66,2375.0,383.0,Female,S1,S2,L2,M2,3.8
75,236306,-38,14,3.0,-50,-111.0,71,156.0,162,42,9052.0,98,3512.0,396.0,Female,S2,S2,L2,M1,5.9
67,1769182,-36,43,-67.0,-125,193.0,142,,109,88,30288.0,7,3929.0,202.0,Female,S2,S1,L2,M1,8.7
88,1751974,NAN,42,4.0,64,199.0,105,48.0,184,57,17782.0,5,3248.0,461.0, ,S2,S2,L2,M1,2.9
90,785153,45,47,89.0,-106,182.0,144,93.0,145,51,16362.0,37,926.0,506.0,Female,S1,S1,L2,M1,4.3
58,829731,8,99,-49.0,-100,,107,,81,62,25314.0,62,222.0,470.0,Female,S2,S2,L2,M1,1.2
84,1420659,-35,79,-42.0,-1,186.0,113,98.0,91,119,,5,2599.0,99.0,Female,S2,S2,L2,M2,8.1
71,1470176,10,23,,7,89.0,95,132.0,196,60,35604.0,85,1412.0,558.0,Female,S1,S2,L2,M2,1.3
95,19105,-2,84,-23.0,-142,77.0,89,50.0,94,116,28213.0,34,4064.0,27.0,Female,S1,NAN,L1,M1,8.7
12,948422,4,NAN,80.0,171,-23.0,46,,139,86,26467.0,99,3411.0,506.0,Female,S2,S1,L1,M2,0.0
33,1974145,1,37,-41.0,-96,42.0,72,47.0,190,59,36840.0,31,1230.0,513.0,Female,S1,S1,L1,M1,6.9
NAN,456890,-29,55,55.0,51,63.0,117,132.0,200,94,36355.0,52,4616.0,74.0,Male,S2,S1,L1,M1,3.2
86,1140173,0,0,-10.0,81,51.0,141,148.0,158,91,33274.0,35,3652.0,,Female,S2,S1,L2,M1,4.3
43,NAN,NAN,89,54.0,105,29.0,125,52.0,153,68,11206.0,4,4347.0,524.0,Male,S2,S2,L1,M1,2.2
35,441428,-12,93,-3.0,-117,47.0,101,80.0,192,80,3934.0,67,1764.0,456.0,Female,S1,S2,L1,M1,6.3
76,1945906,NAN,83,24.0,36,41.0,69,125.0, ,71,30129.0,75,3964.0,470.0,Female,S2,S1,L2,M1,9.9
55,1662124,NAN,75,-84.0,-123,,68,58.0, ,122,15015.0,75,2758.0,,Male,S2,S2,L1,M2,0.3
66,1060631,43,33,-57.0,-161,59.0,30,111.0,199,67,33259.0,76,3165.0,564.0,Male,S2,S1,L2, ,5.7
27,NAN,-19,67,62.0,-37,-102.0,164,94.0,80,90,34763.0,81,879.0,329.0,Male,S1,S2,L2,M1,5.6
35,401807,-50,45,65.0,130,173.0,175,179.0,155,93,38048.0,5,3138.0,529.0,Male,S2,S1,L2,M1,5.1
10,1282042,NAN,41,13.0,-130,73.0,132,150.0,140,72,15299.0,91,1283.0,27.0,Male, ,S2,L2,M2,3.1
82,410368,19,28,62.0, ,-16.0,84,127.0,82,84,39361.0,2,4656.0,197.0,Female,S2,S2,L2,M2,9.7
68,234578,29,62,10.0,20,-81.0,149,47.0,145,53,15419.0,96,4180.0,241.0,Female,S2,S1,L1,M1,1.1
59,1375363,-29,26,-70.0,88,191.0,43,197.0,188,NAN,14287.0,83,1928.0,287.0,Female,S1,S2,L1,M2,4.4
37,150567,48,100,-47.0,-13,6.0,NAN,151.0,97,116,37473.0,44,1835.0,457.0,Female,S2,S1,L2,M2,3.6
97,1255706,-36,9,-47.0,85,61.0,NAN,97.0, ,82,35754.0,62,1624.0,318.0,Male,S1,S1,L2,M1,4.0
93,158641,-14,12,-77.0,-171,66.0,NAN,163.0,151,99,26374.0,16,3101.0,125.0,Male,S1,S1,L1, ,9.9
65,509710,25,19,84.0,42,98.0,127,159.0,193,55,29434.0,73,846.0,183.0,Female,S2,S2,L1,M2,4.2
NAN,442486,36,67,72.0,-42,,NAN,60.0,121,82,21095.0,22,3457.0,315.0,Male,S2,S1,L2,M2,0.9
95,808564,39,59,36.0,117,37.0,36,,126,51,35672.0,9,3781.0,46.0,Female,S2,S2,L2,M2,9.1
25,357054,27,40,28.0,141,67.0,164,173.0,148,129,36219.0,70,838.0,313.0,Female,S2,S2,L1,M2,2.4
23,171531,15,94,60.0,-79,-89.0,98,192.0,163,97,6342.0,61,991.0,491.0,Male,S1,S1,L1,M2,9.3
32,1093617,NAN,55,-72.0,177,89.0,35,65.0,142,45,9404.0,0,3713.0,12.0,Male,S1,S1,L1,M1,3.9
47,1213742,26,40,31.0,-38,,NAN,171.0,115,118,33519.0,17,736.0,251.0,Female,S2,S1,L1,M1,9.6
75,1336691,37,21,-3.0,-111,-104.0,NAN,78.0,148,109,28369.0,73,3701.0,4.0,Female,S2,S1,L1,M1,2.0
18,1615195,43,46,86.0,-115,,77,111.0,124,127,37838.0,24,588.0,390.0,Female,S2,S2,L2,M1,2.3
31,663482,-6,39,-64.0,-178,,147,144.0,87,74,4559.0,71,2900.0,265.0,Female,S1,S1,L2,M1,7.9
NAN,126513,3,71,45.0,92,53.0,131,102.0,181,93,16313.0,9,1510.0,68.0,Male,S1,S2,L1,M1,0.3
42,456502,-40,3,36.0,1,146.0,64,45.0,127,57,22410.0,23,,259.0,Male,S2,S2,L1,M2,2.5
33,965417,33,97,85.0,-65,112.0,95,134.0,194,130,2569.0,93,464.0,59.0,Female,S2,S2,L1,M2,0.0
59,1710971,-2,29,37.0,106,-23.0,93,,92,125,,46,1252.0,126.0, ,S2,S1,L1,M1,2.4
37,308987,-46,42,52.0,-9,167.0,95,90.0,98,41,38925.0,44,3826.0,249.0,Female,S2,S1,L2,M2,6.5
100,405232,-4,3,52.0,32,-118.0,106,169.0,100,81,28296.0,33,27.0,270.0,Male,S2,NAN,L1,M1,8.6
24,829736,46,60,-2.0,77,24.0,152,72.0,136,NAN,31905.0,3,1607.0,49.0,Female,S2,S1,L2,M2,6.4
11,1314627,30,81,1.0, ,155.0,110,173.0,115,53,985.0,13,276.0,86.0,Male,S2,S1,L2,M1,1.1
77,190418,NAN,67,-25.0,-75,-54.0,51,125.0,153,65,21106.0,53,2126.0,536.0,Male,S1,S1,L2,M2,0.2
88,576293,-19,85,38.0,-71,-2.0,166,177.0, ,52,30867.0,63,2642.0,175.0,Female,S1,S1,L1,M2,1.0
84,1666621,-9,27,-80.0,-27,94.0,NAN,94.0,98,95,15456.0,4,2735.0,437.0,Female,S2,S2,L2, ,2.1
78,871537,-36,1,-37.0,-13,159.0,118,151.0,93,124,19399.0,35,4555.0,80.0,Male,S2,NAN,L2,M1,9.6
84,861354,-46,38,60.0,166,137.0,34,116.0,142,122,29391.0, ,4867.0,102.0,Male,S1,S1,L2,M1,0.5
44,1898115,-10,NAN,33.0,-36,118.0,144,194.0,190,56,16026.0,38,1744.0,431.0,Female,S1,S2,L1,M1,4.8
70,193586,-20,31,-78.0,-80,,153,97.0,90,118,1459.0, ,602.0,533.0,Male,S2,S2,L1,M2,0.1
63,1672828,-3,41,-73.0,-25,192.0,81,,113,116,21846.0,75,2339.0,387.0,Male,S2,S2,L2,M1,4.3
NAN,502156,19,61,86.0,177,191.0,52,40.0,87,109,11087.0,8,4735.0,314.0,Female,S2,S2,L1,M1,0.1
75,1593811,-44,7,78.0, ,18.0,75,40.0,156,92,17967.0,58,1550.0,324.0,Male,S1,S1,L2,M1,0.5
57,50208,33,61,-85.0,90,-56.0,81,195.0,132,103,11401.0,7,4281.0,543.0,Male,S2,S2,L1,M1,0.1
93,1156519,-12,48,-77.0, ,92.0,39,55.0,117,88,32225.0,100,1847.0,,Female,S2,S2,L2,M2,5.7
75,1015658,49,33,-85.0,-180,41.0,123,171.0,194,84,15490.0,1,325.0,436.0,Female,S2,S2,L1,M2,7.7
88,1177715,-36,55,-31.0,0,162.0,167,107.0,192,46,4380.0,40,314.0,188.0,Female,S1,S1,L2,M2,2.5
35,369359,-7,19,84.0,68,-35.0,148,119.0,167,114,12466.0,46,4408.0,,Female,S1,S1,L2,M2,2.2
50,NAN,-35,15,-46.0,-170,-111.0,55,177.0,84,112,,17,4462.0,17.0,Female,S2,S1,L2,M1,5.9
40,1330996,20,99,-23.0,131,118.0,149,102.0,148,121,25675.0,35,1825.0,54.0,Male,S1,S2,L1,M1,2.7
38,1364656,38,4,-37.0,67,-36.0,114,193.0,158,108,39806.0,5,1210.0,115.0,Female,S2,S1,L2,M1,2.6
80,1775513,46,11,43.0, ,13.0,100,184.0,104,100,3157.0,72,4742.0,495.0,Female,S2,S2,L2,M1,5.7
21,1327713,NAN,20,42.0,-85,-90.0,119,113.0, ,49,29152.0,95,989.0,95.0,Male,S2,S2,L1,M1,9.5
75,1618782,-3,12,61.0, ,81.0,127,102.0,119,70,19490.0,23,2016.0,173.0,Male,S1,S2,L2, ,3.4
86,1177586,28,13,74.0,44,70.0,117,66.0,179,60,,89,,28.0,Female,S2,S2,L2,M2,9.2
82,248193,17,21,63.0,-99,147.0,52,159.0,175,67,27467.0,43,,416.0,Male,S1,S1,L2,M1,1.6
27,43524,23,50,-73.0,40,131.0,85,109.0,123,78,9942.0,58,1569.0,255.0,Male,S1,S2,L2,M1,9.4
79,1704624,3,50,-14.0,-150,66.0,107,116.0,148,90,4284.0,80,2071.0,28.0,Male,S2,S2,L1,M2,5.5
84,1472214,41,59,-72.0,19,130.0,141,170.0,197,60,31128.0,82,1031.0,135.0,Male,S2,S1,L1,M2,1.3
26,372785,31,77,85.0,-116,104.0,179,99.0,109,110,24885.0,57,1139.0,399.0,Female,S2,S1,L2,M2,4.6
34,198027,-36,47,28.0,77,,77,199.0,101,79,35266.0,65,1592.0,27.0,Male,S2,S2,L2,M2,7.4
96,1830811,12,5,,-54,99.0,43,99.0,172,80,15764.0,0,2632.0,312.0,Female,S1,S1,L2,M2,7.9
52,1388090,11,66,26.0,-173,-23.0,118,146.0,179,66,12685.0,80,2307.0,499.0,Female,S1,S2,L2,M2,8.6
24,286731,-39,50,79.0,-99,118.0,31,167.0,165,51,29238.0, ,616.0,139.0,Female, ,S2,L2,M1,2.2
100,454552,NAN,52,-4.0,48,-95.0,169,143.0,88,106,10306.0,9,3687.0,283.0,Female, ,S2,L1,M1,1.7
63,863548,4,25,45.0,31,72.0,157,186.0,135,108,,93,1835.0,122.0,Female,S1,S2,L2,M1,7.4
13,1393795,-17,65,16.0,167,174.0,88,84.0,127,106,26792.0,60,2538.0,100.0,Male,S2,S1,L2,M1,0.5
41,103243,22,85,-71.0,-40,136.0,177,162.0,85,87,17130.0,0,3079.0,279.0,Female,S2,S2,L2,M1,4.3
73,1597903,-41,24,85.0,41,-78.0,74,195.0,91,112,14979.0,9,455.0,588.0,Female,S2,S2,L2,M1,4.0
94,1846037,-44,26,20.0,-57,-69.0,171,,158,43,25918.0,56,1620.0,529.0,Male,S1,S2,L2,M2,3.0
67,82371,13,99,-26.0,83,-113.0,NAN,77.0,145,86,33655.0,98,4493.0,559.0,Male,S2,S1,L1,M1,6.2
24,353620,-42,51,-50.0,122,148.0,129,130.0,177,79,17173.0,7,168.0,82.0,Male,S2,S2,L2,M1,7.9
59,1397985,0,85,-11.0,149,38.0,121,102.0,125,53,26801.0,95,2079.0,434.0,Female,S1,S2,L1,M1,7.7
39,1338000,8,64,66.0,64,-15.0,80,181.0,171,56,13621.0,11,1980.0,437.0,Female, ,S2,L2,M1,7.5
67,69933,-36,57,5.0,110,-17.0,165,192.0,176,113,33551.0,49,3146.0,323.0,Female,S2,S2,L1,M2,8.9
14,190180,-37,48,73.0,110,185.0,175,191.0,146,55,7983.0,41,2570.0,147.0,Male,S1,S1,L1,M2,8.7
63,775871,NAN,81,19.0,-43,-37.0,103,105.0,126,68,,35,,278.0,Female,S2,S1,L1,M2,2.4
51,200264,-18,NAN,-9.0,173,200.0,120,180.0,135,58,3172.0,23,243.0,554.0,Female, ,S1,L1,M1,3.3
40,83020,-49,51,17.0,155,-36.0,139,78.0,151,46,35304.0,27,3228.0,425.0,Female,S2,S2,L1,M2,3.1
50,735722,40,62,-74.0,52,192.0,140,157.0,119,72,30010.0,66,2182.0,286.0,Female,S2,S1,L2,M1,1.7
91,160041,-16,16,-66.0,166,68.0,173,186.0,119,60,9956.0,39,4883.0,3.0,Male,S1,S1,L1,M2,4.6
80,1094720,42,59,13.0,94,-105.0,52,104.0,88,97,18775.0,50,544.0,35.0,Male,S1,S2,L2,M2,9.9
78,1883886,-9,35,84.0, ,179.0,110,158.0,157,44,7839.0,12,3363.0,547.0,Male,S2,S2,L1,M1,3.1
45,318251,39,87,12.0,166,162.0,82,65.0,89,101,19559.0,94,1873.0,496.0,Male,S1,S2,L2,M1,1.4
63,526591,-9,14,41.0,-122,-37.0,146,74.0,143,82,14263.0,65,4462.0,542.0,Female,S2,S1,L1,M1,1.2
34,866629,-37,88,-89.0,78,3.0,38,199.0,162,91,32688.0,52,3259.0,,Female,S2,S2,L2,M2,3.9
16,718658,-29,NAN,63.0,93,12.0,164,188.0,167,123,2596.0,22,2560.0,32.0,Male,S1,S1,L2,M1,1.8
64,904458,22,17,-44.0,-37,0.0,49,147.0,127,109,6665.0,32,847.0,41.0,Male,S1,S1,L2,M2,3.1
36,1374969,7,99,1.0,-41,-37.0,45,178.0,182,89,12196.0,24,333.0,373.0,Female,S1,S1,L2, ,3.6
69,1665530,-33,21,86.0,35,112.0,153,,159,113,19358.0,66,2510.0,296.0,Male, ,S1,L2,M1,5.4
20,134451,-38,38,84.0,12,,48,155.0,171,101,35851.0,98,,360.0,Female,S2,S1,L1,M1,0.8
71,1556658,-43,45,-73.0,161,-27.0,126,92.0,186,64,18612.0,81,3422.0,235.0,Female,S2,S1,L2,M1,7.3
92,512596,-17,31,-9.0,35,-37.0,163,41.0, ,119,15013.0, ,3536.0,140.0,Male,S2,S1,L2,M2,0.2
84,762533,-28,3,-70.0,6,35.0,44,56.0,122,123,28456.0,67,1393.0,154.0,Male,S2,S2,L1,M2,5.2
27,1702172,-50,NAN,9.0,68,189.0,74,151.0,151,77,21123.0,79,2215.0,280.0,Female,S1,S2,L1,M2,6.1
84,1507367,NAN,20,-40.0,177,-45.0,54,191.0,103,96,,42,2208.0,75.0,Female,S1,S2,L2, ,9.4
60,188158,-45,18,-26.0,19,-41.0,88,151.0,94,71,9978.0,100,4928.0,134.0,Female,S1,S2,L1,M2,9.1
69,574857,19,59,64.0,-101,1.0,150,116.0,164,92,10536.0,1,1305.0,253.0,Male,S2,S2,L1,M2,2.3
28,1863799,-6,73,-13.0,87,177.0,102,47.0,123,43,27068.0,3,3809.0,29.0,Female,S2,S1,L1,M1,7.9
45,1420599,24,94,-29.0,-104,127.0,179,125.0,176,116,34347.0,24,3973.0,,Male,S2,S2,L1,M1,4.0
NAN,585427,40,43,8.0,55,181.0,128,125.0,156,77,14358.0,39,,587.0,Female,S2,S2,L2,M1,8.0
82,313462,39,7,52.0,-175,210.0,92,112.0,114,85,3997.0,34,1851.0,454.0,Male,S2,S2,L1,M2,1.1
92,190507,16,64,12.0,9,-72.0,40,79.0,199,60,9592.0,42,3977.0,160.0,Female,S2,S2,L1,M2,1.8
51,NAN,NAN,89,-46.0,82,159.0,103,181.0,126,115,30620.0,53,4451.0,,Female,S2,S2,L2,M1,8.7
50,1065092,-50,68,3.0,-142,124.0,167,83.0,112,56,28586.0,40,3656.0,401.0,Female,S2,S2,L1,M1,6.4
64,NAN,3,71,53.0,-26,191.0,NAN,74.0,136,NAN,36927.0,52,3799.0,265.0,Female,S2,S2,L2,M1,7.4
